index,ObsType,Latitude,Longitude,Elevation(m),UTDate,UTTime,LimitingMag,SQMReading,SQMSerial,CloudCover,SkyComment,LocationComment,Country,UTDatetime,UTTimeHour,MoonAlt,MoonAz
131288,SQM,32.2683,-110.824,771.72,2012-02-20,02:57,5.0,19.43,6637.0,2,Lights in front of houses,Rural,United States - Arizona,2012-02-20 02:57:00,0.49999999999999994,-43.751022307786904,281.67092979445505
131290,SQM,32.262,-110.824,762.71,2012-02-20,02:58,5.0,19.2,6637.0,2,Lights in front of houses,Rural,United States - Arizona,2012-02-20 02:58:00,0.49999999999999994,-43.948697830875254,281.8364644827603
131291,SQM,32.2578,-110.824,762.52,2012-02-20,03:10,5.0,18.97,6637.0,2,Some street lights,Suburban,United States - Arizona,2012-02-20 03:10:00,0.7071067811865475,-46.295486110473114,283.95758622703266
131295,SQM,32.2317,-110.824,791.11,2012-02-20,03:16,3.0,16.6,6637.0,2,Lots of street lights,Suburban,United States - Arizona,2012-02-20 03:16:00,0.7071067811865475,-47.46649315343797,285.0459713537297
131296,SQM,32.2134,-110.824,793.8,2012-02-20,03:19,3.0,16.39,6637.0,2,Lots of street lights,Suburban,United States - Arizona,2012-02-20 03:19:00,0.7071067811865475,-48.051320143168766,285.59847430242974
131297,SQM,32.207,-110.824,798.97,2012-02-20,03:21,3.0,17.41,6637.0,2,Lots of street lights,suburban,United States - Arizona,2012-02-20 03:21:00,0.7071067811865475,-48.43886101684945,285.9782486431373
131345,SQM,32.2086,-110.902,771.91,2012-02-21,03:22,2.0,17.95,,2,Hazy,,United States - Arizona,2012-02-21 03:22:00,0.7071067811865475,-36.85443786620835,282.5227765232965
131346,SQM,32.2086,-110.902,771.91,2012-02-20,03:15,3.0,17.85,,4,,,United States - Arizona,2012-02-20 03:15:00,0.7071067811865475,-47.21561019063683,284.7745652879223
131377,SQM,32.2087,-110.902,771.91,2012-02-21,03:22,2.0,17.95,,2,Hazy,Urban,United States - Arizona,2012-02-21 03:22:00,0.7071067811865475,-36.85441639377171,282.5228477233838
131387,SQM,37.2422,-80.0094,311.87,2012-02-21,00:44,4.0,18.84,2795.0,0,Sky glow to the north,Garst Mill Park Parking Lot - Suburban Park setting - Interfering light from nearby Apartment Complex,United States - Virginia,2012-02-21 00:44:00,0.0,-30.26829510109594,280.25309179798893
131389,SQM,37.2561,-80.0144,327.95,2012-02-21,00:56,4.0,18.66,2795.0,0,Skyglow to the Northeast,Suburban Church Parking Lot - Interfering Parking Lot Lights,United States - Virginia,2012-02-21 00:56:00,0.0,-32.487900671818956,282.31772153265564
131390,SQM,37.3072,-80.0065,313.9,2012-02-20,05:00,4.0,17.04,2795.0,0,Skyglow to the south,Roanoke City Fire Station lot. Very illuminated,United States - Virginia,2012-02-20 05:00:00,0.9659258262890683,-63.923389305376695,29.555155187726065
131396,SQM,37.3058,-79.9594,332.06,2012-02-21,01:36,4.0,17.9,2795.0,0,,Next to Huff Lane Park and School - Next to Valley View Mall - Interfering light dome from the mall area.,United States - Virginia,2012-02-21 01:36:00,0.25881904510252074,-39.768846266190025,289.90539115712784
131405,SQM,37.2714,-79.9389,282.95,2012-02-21,01:57,3.0,16.37,2795.0,0,,Roanoke City Market - A great many streetlights,United States - Virginia,2012-02-21 01:57:00,0.25881904510252074,-43.460536987423026,294.3623693986752
131406,SQM,37.2669,-79.9444,304.86,2012-02-21,02:04,4.0,17.7,2795.0,0,,Elm Avenue Parking Lot - Just south of the main downtown area - Some street lights,United States - Virginia,2012-02-21 02:04:00,0.49999999999999994,-44.65096720842417,295.9432610494272
131408,SQM,37.2667,-79.9606,291.52,2012-02-21,02:11,4.0,18.35,2795.0,0,,Parking Area south of Wasena Park Ballfields - Some streetlights,United States - Virginia,2012-02-21 02:11:00,0.49999999999999994,-45.8153187262869,297.5740049590814
131413,SQM,37.2578,-79.9553,287.38,2012-02-21,02:17,4.0,17.64,2795.0,0,,Smith Park Parking Area - Wiley Drive - Roanoke River Greenway - Large amount of interfering street lights and illumination from Towers Mall to the south,United States - Virginia,2012-02-21 02:17:00,0.49999999999999994,-46.81628263775227,299.0307836852286
131414,SQM,37.2525,-79.9458,283.74,2012-02-21,02:23,4.0,18.15,2795.0,0,,Rivers Edge Park - Wiley Drive - Roanoke River Greenway - Interfering street lights and illumination from Roanoke Memorial Hospital,United States - Virginia,2012-02-21 02:23:00,0.49999999999999994,-47.80384514182148,300.5430281101905
131416,SQM,37.2469,-79.9814,323.11,2012-02-21,02:33,4.0,18.67,2795.0,0,,Fishburn Park Parking Lot - Murray Run Greenway - Some interfering street lights,United States - Virginia,2012-02-21 02:33:00,0.49999999999999994,-49.37828342165401,303.12486917646464
131419,SQM,32.2485,-111.02,715.32,2012-02-21,03:29,3.0,19.04,4351.0,0,Temp 23 deg c.,Moderate vehicular traffic ruins night vision.  Street lights within 100 yds.  Suburban location.,United States - Arizona,2012-02-21 03:29:00,0.7071067811865475,-38.120181878019544,283.6408719243245
131420,SQM,32.2272,-111.02,754.78,2012-02-21,05:33,3.0,19.13,4351.0,0,Tucson city skyglow prominent in the East.  Temp 24 deg c.,Surburban location  No street lights near  Moderate vehicular traffic destroys night vision,United States - Arizona,2012-02-21 05:33:00,0.9659258262890683,-59.981504537600614,314.481916108848
131421,SQM,32.2171,-111.021,748.04,2012-02-21,03:37,3.0,19.13,4351.0,0,Prominent Tucson city skyglow in East  Temp 22 deg c,Suburban location  Moderate vehicular traffic to spoil night vision  Some residential lights visible,United States - Arizona,2012-02-21 03:37:00,0.7071067811865475,-39.68484358434928,284.9943147090862
131423,SQM,32.2062,-111.02,754.87,2012-02-21,03:40,3.0,19.23,4351.0,0,Prominent Tucson city skyglow in East  Temp 22 deg c.,Suburban location  Moderate vehicular traffic destroys night vision  Traffic light about 100 yards north,United States - Arizona,2012-02-21 03:40:00,0.7071067811865475,-40.270078755176115,285.51577333351366
131424,SQM,32.1963,-111.02,758.3,2012-02-21,06:03,3.0,19.31,4351.0,0,Tucson city skyglow prominent  Temp 21 deg c.,Suburban location  Some residential lights visible,United States - Arizona,2012-02-21 06:03:00,1.0,-63.76633697450582,327.1973338684271
131425,SQM,32.276,-111.063,738.07,2012-02-21,04:05,4.0,19.62,4351.0,0,Tucson city skyglow to the East  Temp 24 deg c.,Suburban location,United States - Arizona,2012-02-21 04:05:00,0.8660254037844386,-44.98921067634588,290.2736142130808
131426,SQM,32.267,-111.063,744.53,2012-02-21,04:01,4.0,19.53,4351.0,0,Tucson city skyglow to the East  Temp 24 deg c.,Suburban location,United States - Arizona,2012-02-21 04:01:00,0.8660254037844386,-44.23808200980537,289.4660778298978
131427,SQM,32.2514,-111.062,780.19,2012-02-21,03:58,4.0,19.54,4351.0,0,Tucson city skyglow to the East  Temp 23 deg c.,"Suburban location  Light traffic, but enough to destroy night vision",United States - Arizona,2012-02-21 03:58:00,0.7071067811865475,-43.67562941652307,288.8649640824777
131429,SQM,32.227,-111.063,816.41,2012-02-21,06:16,4.0,19.59,4351.0,0,Tucson city skyglow mostly blocked by mountain.  Temp 22 deg c.,Suburban location,United States - Arizona,2012-02-21 06:16:00,1.0,-64.98372548685651,333.60262145387776
131436,SQM,52.481,13.4193,52.55,2012-02-20,19:40,3.0,17.7,3206.0,0,a little haze on the sky,"city park,",Germany,2012-02-20 19:40:00,-0.9659258262890684,-37.93929196491202,306.62256155885956
131437,SQM,52.4819,13.4172,52.52,2012-02-20,19:42,3.0,17.69,3206.0,0,a little haze on the sky,"city park,",Germany,2012-02-20 19:42:00,-0.9659258262890684,-38.165968883612315,307.14335709124606
131438,SQM,52.4821,13.4145,50.16,2012-02-19,23:00,3.0,17.65,3206.0,0,a little haze,city park,Germany,2012-02-19 23:00:00,-0.2588190451025215,-49.59841850991772,29.480874007160942
131684,SQM,32.2934,-110.755,838.67,2012-02-22,02:43,5.0,20.2,6609.0,0,,Rural. No street lights,United States - Arizona,2012-02-22 02:43:00,0.49999999999999994,-17.530536993189582,274.5751942175596
131688,SQM,32.2493,-110.739,800.84,2012-02-22,02:51,5.0,20.14,6609.0,0,Clear.  Tucson light dome to west.,Rural. No streetlights,United States - Arizona,2012-02-22 02:51:00,0.49999999999999994,-19.159048648332934,275.675195657248
131697,SQM,32.2635,-110.755,803.91,2012-02-22,02:59,5.0,20.02,6609.0,0,Tucson sky glow to west.,Rural.  No street lights.,United States - Arizona,2012-02-22 02:59:00,0.49999999999999994,-20.75172831003324,276.79119929515
131699,SQM,32.2361,-110.825,786.92,2012-02-22,02:52,5.0,18.71,6637.0,0,,,United States - Arizona,2012-02-22 02:52:00,0.49999999999999994,-19.2895822717408,275.7615829434001
131700,SQM,32.1942,-110.816,811.24,2012-02-22,03:05,3.0,17.18,6637.0,0,,,United States - Arizona,2012-02-22 03:05:00,0.7071067811865475,-21.912665331012402,277.581481132229
131702,SQM,30.1432,-98.0154,318.08,2012-02-22,03:07,5.0,19.65,5435.0,2,,,United States - Texas,2012-02-22 03:07:00,0.7071067811865475,-33.364686100335675,284.57905227398675
131703,SQM,32.1908,-110.818,815.14,2012-02-22,03:07,4.0,18.61,6637.0,0,,,United States - Arizona,2012-02-22 03:07:00,0.7071067811865475,-22.31210401427672,277.8646984066688
131706,SQM,32.1639,-110.844,834.91,2012-02-22,03:00,5.0,19.06,6637.0,0,,,United States - Arizona,2012-02-22 03:00:00,0.7071067811865475,-20.889909440113676,276.84561979865055
131708,SQM,32.1677,-110.805,848.46,2012-02-22,03:11,5.0,19.42,6637.0,0,,,United States - Arizona,2012-02-22 03:11:00,0.7071067811865475,-23.126618482551503,278.43809809198075
131709,SQM,32.2507,-110.756,799.22,2012-02-22,03:00,5.0,19.8,6609.0,0,Tucson light dome in distant west.,Suburban.  Street lights & parking lot lights near.,United States - Arizona,2012-02-22 03:00:00,0.7071067811865475,-20.953056589349192,276.92723856397913
131711,SQM,32.1802,-110.792,832.28,2012-02-22,03:13,5.0,19.3,6637.0,0,,,United States - Arizona,2012-02-22 03:13:00,0.7071067811865475,-23.535291007491853,278.740320200311
131713,SQM,32.1942,-110.816,811.24,2012-02-22,03:15,5.0,19.13,6637.0,0,,,United States - Arizona,2012-02-22 03:15:00,0.7071067811865475,-23.91250030391616,279.02302754139475
131715,SQM,32.1966,-110.82,807.25,2012-02-22,03:16,5.0,18.99,6637.0,0,,,United States - Arizona,2012-02-22 03:16:00,0.7071067811865475,-24.108295842993872,279.167714682831
131718,SQM,30.1441,-97.9868,333.02,2012-02-22,03:17,5.0,19.35,5435.0,2,,,United States - Texas,2012-02-22 03:17:00,0.7071067811865475,-35.37333529570787,286.2187560340245
131719,SQM,32.2345,-110.756,809.22,2012-02-22,03:16,5.0,20.02,6609.0,0,,Suburban.  3-4 external lights in vicinity.,United States - Arizona,2012-02-22 03:16:00,0.7071067811865475,-24.155377761091316,279.22165724849583
131720,SQM,32.1942,-110.816,811.24,2012-02-22,03:05,3.0,17.18,6637.0,0,,,United States - Arizona,2012-02-22 03:05:00,0.7071067811865475,-21.912665331012402,277.581481132229
131721,SQM,32.2361,-110.825,786.92,2012-02-22,02:52,5.0,18.71,6637.0,0,,,United States - Arizona,2012-02-22 02:52:00,0.49999999999999994,-19.2895822717408,275.7615829434001
131728,SQM,32.221,-110.756,862.47,2012-02-22,03:22,5.0,19.96,6609.0,0,Tucson light dome to the west.,Suburban.  No external lighting.,United States - Arizona,2012-02-22 03:22:00,0.7071067811865475,-25.35190433247628,280.1010633440074
131730,SQM,30.1711,-97.961,303.04,2012-02-22,03:26,5.0,19.25,5435.0,2,,,United States - Texas,2012-02-22 03:26:00,0.7071067811865475,-37.157530799715296,287.7747452013745
131735,SQM,30.1909,-97.9724,334.38,2012-02-22,03:30,5.0,19.22,5435.0,2,,,United States - Texas,2012-02-22 03:30:00,0.7071067811865475,-37.92376835938975,288.47695393687184
131739,SQM,30.2072,-97.979,355.4,2012-02-22,03:34,5.0,19.22,5435.0,2,,,United States - Texas,2012-02-22 03:34:00,0.7071067811865475,-38.69122515934527,289.1936830730728
131740,SQM,32.206,-110.755,891.09,2012-02-22,03:34,5.0,20.03,6609.0,0,Tucson light dome to the west.,Suburban.  No external light,United States - Arizona,2012-02-22 03:34:00,0.7071067811865475,-27.732904350054607,281.90831299511257
131743,SQM,30.1988,-98.0187,378.31,2012-02-22,03:40,5.0,19.38,5435.0,2,,,United States - Texas,2012-02-22 03:40:00,0.7071067811865475,-39.82231903066706,290.2484091575807
131744,SQM,32.1914,-110.756,896.53,2012-02-22,03:41,5.0,20.06,6609.0,0,Tucson light dome to the west,Suburban.  No external lighting.,United States - Arizona,2012-02-22 03:41:00,0.7071067811865475,-29.114152428578752,282.98791818272565
131750,SQM,30.119,-97.9624,287.57,2012-02-22,03:47,5.0,19.11,5435.0,2,,,United States - Texas,2012-02-22 03:47:00,0.7071067811865475,-41.23884977384741,291.5423106627586
131753,SQM,32.1754,-110.756,902.56,2012-02-22,03:51,5.0,20.1,6609.0,0,Tucson light dome to the west,Suburban.  No external lighting.,United States - Arizona,2012-02-22 03:51:00,0.7071067811865475,-31.076419227747806,284.5758857246321
131755,SQM,30.1979,-98.0943,360.67,2012-02-22,03:53,5.0,19.81,5435.0,2,,,United States - Texas,2012-02-22 03:53:00,0.7071067811865475,-42.24632400875585,292.6662626820713
131757,SQM,30.1979,-98.0943,360.67,2012-02-22,03:58,5.0,19.3,5435.0,2,,,United States - Texas,2012-02-22 03:58:00,0.7071067811865475,-43.189365998311075,293.6651748377465
131761,SQM,30.186,-98.1244,337.28,2012-02-22,04:06,6.0,20.26,5435.0,2,,,United States - Texas,2012-02-22 04:06:00,0.8660254037844386,-44.66385229032463,295.2871861344012
131763,SQM,32.3391,-110.995,746.78,2012-02-21,03:18,4.0,19.15,3835.0,2,a few very thin high clouds,suburban,United States - Arizona,2012-02-21 03:18:00,0.7071067811865475,-35.965049695881795,281.8984662413268
131767,SQM,32.2752,-110.784,804.09,2012-02-22,04:12,5.0,20.02,6609.0,0,Tucson light dome to the southwest,Suburban.  No external lighting.,United States - Arizona,2012-02-22 04:12:00,0.8660254037844386,-35.08278291864064,288.16760986298704
131770,SQM,30.1843,-98.158,355.88,2012-02-22,04:15,6.0,20.2,5434.0,2,,,United States - Texas,2012-02-22 04:15:00,0.8660254037844386,-46.292964211259985,297.21485627072343
131772,SQM,32.3557,-110.995,756.95,2012-02-21,03:36,4.0,19.52,3835.0,2,"a few high thin clouds, 1/4 of the sky or less",suburban,United States - Arizona,2012-02-21 03:36:00,0.7071067811865475,-39.47644109740345,284.9454190612318
131776,SQM,36.039,-114.803,382.22,2012-02-22,04:00,5.0,19.82,,2,,National Park Lake Mead Water Safety Center building nearby.,United States - Nevada,2012-02-22 04:00:00,0.8660254037844386,-28.586846016522752,285.4065956317874
131777,SQM,30.1782,-98.1906,377.18,2012-02-22,04:22,6.0,20.3,5435.0,0,,,United States - Texas,2012-02-22 04:22:00,0.8660254037844386,-47.53696412049737,298.7778704748792
131782,SQM,32.3692,-110.996,767.71,2012-02-21,03:46,4.0,19.47,3835.0,2,"a few high thin clouds, 1/4 of the sky or less","suburban,  measurments taken when no traffic in sight",United States - Arizona,2012-02-21 03:46:00,0.7071067811865475,-41.401395196544755,286.74912504454204
131784,SQM,30.1615,-98.1787,386.4,2012-02-22,04:30,6.0,20.5,5435.0,0,,,United States - Texas,2012-02-22 04:30:00,0.8660254037844386,-48.97575393681786,300.6897740526684
131791,SQM,32.3807,-110.995,742.1,2012-02-21,04:05,4.0,19.65,3835.0,2,"a few high thin clouds, 1/4 of the sky or less","suburban,  porchlight about 500ft away and lower",United States - Arizona,2012-02-21 04:05:00,0.8660254037844386,-45.00647294525232,290.4254160411346
131796,SQM,30.1575,-98.1326,385.32,2012-02-22,04:41,6.0,20.32,5435.0,0,,,United States - Texas,2012-02-22 04:41:00,0.8660254037844386,-50.91648023409922,303.5423498079426
131802,SQM,32.2752,-110.784,804.09,2012-02-22,04:12,5.0,20.02,6609.0,0,Tucson light dome to the southwest,Suburban.  No external lighting.,United States - Arizona,2012-02-22 04:12:00,0.8660254037844386,-35.08278291864064,288.16760986298704
131803,SQM,30.1227,-98.1343,390.94,2012-02-22,04:50,6.0,20.48,5435.0,0,,,United States - Texas,2012-02-22 04:50:00,0.8660254037844386,-52.445592964713654,305.96785404527566
131806,SQM,30.1215,-98.0891,336.58,2012-02-22,04:57,6.0,20.26,5435.0,0,,,United States - Texas,2012-02-22 04:57:00,0.8660254037844386,-53.618220254372325,308.0483514781512
131811,SQM,30.1673,-98.086,330.96,2012-02-22,05:04,6.0,20.45,5435.0,0,,,United States - Texas,2012-02-22 05:04:00,0.9659258262890683,-54.698672922780105,310.23618489194337
131814,SQM,30.1633,-98.0794,347.57,2012-02-22,05:00,6.0,20.45,5435.0,0,,,United States - Texas,2012-02-22 05:00:00,0.9659258262890683,-54.07763227762537,309.00618439666584
131816,SQM,32.3422,-110.922,958.66,2012-02-22,04:53,4.0,19.29,4262.0,0,Clear,About 25' from traffic light.No obstructions or other light sources.,United States - Arizona,2012-02-22 04:53:00,0.8660254037844386,-42.57561773187194,296.04804792312467
131819,SQM,32.3962,-111.004,795.36,2012-02-21,04:20,5.0,19.8,3835.0,2,"a few high thin clouds visable, 1/4 0f the sky or less","suburban area but more like rural, no lights in the vicinity",United States - Arizona,2012-02-21 04:20:00,0.8660254037844386,-47.77587990099966,293.6119499062939
131822,SQM,37.25,-79.9351,512.66,2012-02-22,01:23,4.0,18.69,2795.0,0,,Parking Lot of the Discovery Center on Mill Mountain - Parking lot light interference,United States - Virginia,2012-02-22 01:23:00,0.25881904510252074,-26.141149547272946,283.3196549605039
131823,SQM,30.1467,-98.017,301.46,2012-02-22,05:21,6.0,20.44,5435.0,2,,,United States - Texas,2012-02-22 05:21:00,0.9659258262890683,-57.28199885730028,315.9835034076254
131824,SQM,37.2617,-79.9089,286.46,2012-02-22,01:40,4.0,18.82,2795.0,0,,Park near the Sewage Treatment Plant. Street light interference.,United States - Virginia,2012-02-22 01:40:00,0.25881904510252074,-29.270558935162466,286.31293173717546
131826,SQM,37.2757,-79.9137,282.01,2012-02-22,02:16,4.0,18.66,2795.0,0,,Fallon Park Parking lot behind the swimming pool. Some Street light interference,United States - Virginia,2012-02-22 02:16:00,0.49999999999999994,-35.66559145933807,293.16174942956184
131828,SQM,37.2851,-79.8521,359.18,2012-02-22,02:27,4.0,19.78,2795.0,0,,Rt.24 Entrance to the Blue Ridge Parkway,United States - Virginia,2012-02-22 02:27:00,0.49999999999999994,-37.5965221913457,295.50020182066174
131829,SQM,37.2879,-79.8876,288.18,2012-02-22,02:38,4.0,18.91,2795.0,0,,Vineyard Park next to Berkley Rd in Berkley Bottom.,United States - Virginia,2012-02-22 02:38:00,0.49999999999999994,-39.422325267637795,297.8575053793382
131831,SQM,37.2881,-79.9074,287.09,2012-02-22,02:45,4.0,17.92,2795.0,0,,"In Thrasher Park, next to the parking area. Large amount of commercial lighting.",United States - Virginia,2012-02-22 02:45:00,0.49999999999999994,-40.565220207197264,299.417668715554
131833,SQM,37.3056,-79.9249,292.28,2012-02-22,02:54,4.0,18.36,2795.0,0,,Entrance road to Old Monterey Golf Course - Interfering Church lighting,United States - Virginia,2012-02-22 02:54:00,0.49999999999999994,-42.00375479769977,301.516848250857
131834,SQM,37.308,-79.9471,323.81,2012-02-22,03:00,3.0,17.9,2795.0,0,,"Parking Lot of the Williamson Road Public Library - Interfering parking lot lights, street lights, and commercial lighting.",United States - Virginia,2012-02-22 03:00:00,0.7071067811865475,-42.94155224981932,302.9477299196511
131848,SQM,36.1358,137.992,826.62,2012-02-20,11:00,4.0,19.67,1152.0,0,,,Japan,2012-02-20 11:00:00,0.258819045102521,-46.277372466617,291.2955882819494
131901,SQM,48.4951,-2.79624,133.0,2012-02-21,19:17,3.0,18.4,2491.0,0,"Clear sky, wind from West, Humidity above 80% 4C","Urban sky. Glare by lighting of the place, over-lighting on the ground",France,2012-02-21 19:17:00,-0.9659258262890684,-16.578934236504654,278.0115823666395
131903,SQM,48.4978,-2.84086,126.95,2012-02-21,19:20,4.0,18.5,2491.0,0,"Clear sky, wind from West, Humidity above 80% 3C",Urban sky Some street lighting at 100m,France,2012-02-21 19:20:00,-0.9659258262890684,-17.016723501602357,278.54865517529174
131904,SQM,48.4896,-2.841,92.73,2012-02-21,19:30,5.0,20.64,2491.0,0,"Clear sky, wind from West, Humidity above 80% 3C",Not very luminous environment. La Meaugon center at 0.6 km from there,France,2012-02-21 19:30:00,-0.9659258262890684,-18.569903271166154,280.46402598670653
131908,SQM,48.522,-2.87366,156.2,2012-02-21,19:50,4.0,20.15,2491.0,0,"Clear sky, wind from West, Humidity above 80% 2C",Not very luminous environment. but some commercial area at 0.2km. About 1.5km from center town of Trmuson,France,2012-02-21 19:50:00,-0.9659258262890684,-21.61162999494251,284.36581979078477
131909,SQM,48.5101,-2.89222,170.85,2012-02-21,20:00,5.0,20.6,2491.0,0,"Clear sky, wind from West, Humidity above 80% 2C","Prs de Plerneuf, petite ville claire. Au sud Halo lumineux usine dquarrissage Rural",France,2012-02-21 20:00:00,-0.8660254037844386,-23.11686605661769,286.35173798229386
131910,SQM,48.5096,-2.89366,168.18,2012-02-21,20:00,5.0,20.6,2491.0,0,"Clear sky, wind from West, Humidity above 80% 2C","Some street lighting at 100m Center town of Plerneuf at about 0.4km. On south, sky glow of an plant for rendering of animals",France,2012-02-21 20:00:00,-0.8660254037844386,-23.116096352412452,286.35035305213506
131911,SQM,48.5048,-2.91457,185.77,2012-02-21,20:06,4.0,18.65,2491.0,0,"Clear sky, wind from West, Humidity above 80% 2C",Urban sky. Bad luminaries,France,2012-02-21 20:06:00,-0.8660254037844386,-24.005075118547147,287.5513010691647
131912,SQM,48.5328,-2.93317,135.46,2012-02-21,20:20,5.0,20.7,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",Rural sky,France,2012-02-21 20:20:00,-0.8660254037844386,-26.05990818877213,290.44979797740916
131914,SQM,48.5334,-2.9752,123.99,2012-02-21,20:30,4.0,19.85,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",Near urban Lighting of the town and industrial / commercial area,France,2012-02-21 20:30:00,-0.8660254037844386,-27.491169688822485,292.5383034543181
131916,SQM,48.5004,-2.95333,123.83,2012-02-21,20:35,6.0,20.95,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 1C",Rural sky at 1.5km from Boqueho on South,France,2012-02-21 20:35:00,-0.8660254037844386,-28.237434934684977,293.62172660468116
131918,SQM,48.4847,-2.96184,174.0,2012-02-21,20:40,5.0,20.95,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 1C",Urban some luminaries in maintenance Light off to 23h00,France,2012-02-21 20:40:00,-0.8660254037844386,-28.9530516967114,294.69839820641494
131919,SQM,48.943,8.27722,117.66,2012-02-21,19:22,5.0,20.38,,0,clear,small town 11000 People,Germany,2012-02-21 19:22:00,-0.9659258262890684,-24.3106663113868,288.0756276694792
131920,SQM,48.4847,-2.97862,234.89,2012-02-21,20:50,6.0,21.1,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",02 21 2012 21h50 Rural sky. The best dark place near Saint-Brieuc,France,2012-02-21 20:50:00,-0.8660254037844386,-30.352163925589323,296.90541086281706
131923,SQM,48.4672,-2.94872,153.75,2012-02-21,21:05,6.0,21.0,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C","02 21 2012 22h05 Rural sky, about 0.8km from Cohiniac in South",France,2012-02-21 21:05:00,-0.7071067811865477,-32.43617565229521,300.36275522937314
131925,SQM,48.4227,-2.93275,221.13,2012-02-21,21:15,5.0,20.95,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 1C",02 21 2012 22h15 Sub urban near rural sky. 2.5 km North East,France,2012-02-21 21:15:00,-0.7071067811865477,-33.79990398723515,302.7223852165162
131927,SQM,48.4012,-2.90713,170.0,2012-02-21,21:25,4.0,20.2,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",21 2012 22h25 On the south of Quintin. Quintin center at 0.3 km from there,France,2012-02-21 21:25:00,-0.7071067811865477,-35.12147444414246,305.1695230203634
131929,SQM,48.4219,-2.82974,166.9,2012-02-21,21:35,5.0,20.6,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",02 21 2012 22h35 Not very luminous environment at about 0.8 km from commercial area,France,2012-02-21 21:35:00,-0.7071067811865477,-36.40476716221378,307.76443292183353
131931,SQM,48.4477,-2.74942,150.01,2012-02-21,22:00,5.0,20.65,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 3C",02 21 2012 23h00 Center town. Light off at 23h !,France,2012-02-21 22:00:00,-0.5000000000000004,-39.35770341164927,314.45560198893804
131934,SQM,48.4862,-2.67272,6.92,2012-02-21,22:15,5.0,20.68,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 3C",Urban but pretty sky. Light off to 23h ! But sky glow caused by commercial and industrial area at 0.8km,France,2012-02-21 22:15:00,-0.5000000000000004,-40.960870491739605,318.7576167549814
131937,SQM,48.5015,-2.65342,42.67,2012-02-21,22:25,5.0,20.95,2491.0,0,"Clear sky, wind from South West, Humidity above 80% 2C",02 21 2012 23h30 Sub urban sky. But pretty sky. Light off to 23h !,France,2012-02-21 22:25:00,-0.5000000000000004,-41.94511638758264,321.68652650201074
131940,SQM,48.5022,-2.69462,4.45,2012-02-21,22:30,5.0,20.65,2491.0,0,"Clear sky, low wind from South West, Humidity above 80% 3C",02 21 2012 23h30 Urban but pretty sky. Light off to 23h ! Magnitude measurement with Orion and Leo,France,2012-02-21 22:30:00,-0.5000000000000004,-42.398086810275665,323.11601302856866
131944,SQM,48.499,-2.71406,83.27,2012-02-21,22:40,4.0,20.4,2491.0,0,"Clear sky, low wind from South West, Humidity above 80% 3C",02 21 2012 23h40 Urban but pretty sky. Light off to 23h ! But sky glow caused by commercial and industrial area. Magnitude measurement with Orion and Leo,France,2012-02-21 22:40:00,-0.5000000000000004,-43.283646639993115,326.1082966867168
131946,SQM,48.4882,-2.73693,118.88,2012-02-21,22:50,4.0,20.3,2491.0,0,"Clear sky, low wind from South West, Humidity above 80% 3C",02 21 2012 22h50 Urban but pretty sky. Light off to 23h ! But sky glow caused by commercial and industrial area and Saint-Brieuc. Magnitude measurement with Orion and Leo,France,2012-02-21 22:50:00,-0.5000000000000004,-44.10491970732637,329.17133685330344
131993,SQM,31.8543,-110.994,884.8,2012-02-22,03:31,5.0,20.29,3678.0,0,Lot of sky glow from surrounding communities.  Transparency is good.,,United States - Arizona,2012-02-22 03:31:00,0.7071067811865475,-27.011200745111303,281.1327236646048
132009,SQM,32.229,-110.979,714.64,2012-02-22,03:00,4.0,18.0,123.0,0,Clear.  Very Thin haze to the north.    SQM reading was 18 did not record the Serno of the meter that was used,Urban.  Many Sodium street lights,United States - Arizona,2012-02-22 03:00:00,0.7071067811865475,-20.769444436590334,276.7922414431353
132016,SQM,47.2061,16.5883,230.47,2012-02-21,20:00,5.0,20.5,2121.0,0,Light dome in the north-west,Rural location  No snow  No light sources except some vehicles,Hungary,2012-02-21 20:00:00,-0.8660254037844386,-35.403598321927895,303.1963390748919
132020,SQM,-33.6539,-70.9065,366.0,2012-02-22,01:30,4.0,16.58,2621.0,0,cielo completamente despejado.,"Observacin de Orin desde el patio trasero de mi casa, en Talagante. Mirando hacia el NW, mucha contaminacin de luz, alumbrado pblico en plaza cercana, unos 35 mts de distancia. Jorge.",Chile,2012-02-22 01:30:00,0.25881904510252074,-28.614496004925936,241.5259942402153
